ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joan F. Kessler,Scattering ,
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,7,Ward 7,82,56,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,8,Ward 8,140,120,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,9,Ward 9,55,50,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,10,Ward 10,86,54,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,11,Ward 11,92,73,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,12,Ward 12,33,30,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,13,Ward 13,5,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,14,Ward 14,12,10,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,15,Ward 15,27,23,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,16,Ward 16,29,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,17,Ward 17,128,103,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,18,Ward 18,37,53,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,19,Ward 19,74,63,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,20,Ward 20,70,38,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,21,Ward 21,52,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,22,Ward 22,59,45,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,23,Ward 23,71,74,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,24,Ward 24,105,89,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,25,Ward 25,36,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,26,Ward 26,138,99,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,27,Ward 27,91,70,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,28,Ward 28,131,136,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,29,Ward 29,156,118,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,30,Ward 30,75,50,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,31,Ward 31,115,87,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,32,Ward 32,140,102,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,54,2,71,Winnebago,City,266,Oshkosh,71266,33,Ward 33,116,88,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,34,Ward 34,1,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,42,Ward 35,20,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,43,Ward 36,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,44,Ward 37,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,45,Ward 38,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,46,Ward 39,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,47,Ward 40,0,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 2",6,18,53,2,71,Winnebago,City,266,Oshkosh,71266,48,Ward 41,0,0,0
 , , , , , , , , , , , , , , , ,TOTAL,85392,76214,268
ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Edward E. Leineweber,Brian Blanchard,Scattering 
DATE,TYPE,SUBTYPE,KEYWORD,NAME,DISTRICT,DISTRICT,DISTRICT,DISTRICT,NUMBER,NAME,TYPE,NUMBER,NAME,NUMBER,NUMBER,NAME,Non-Partisan,Non-Partisan,
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,2,Adams,1002,2,Wards 1 & 2,38,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,4,Big Flats,1004,2,,17,30,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,6,Colburn,1006,2,,6,14,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,1,Adams,Town,8,Dell Prairie,1008,2,Wards 1 & 2,30,40,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,10,Easton,1010,2,Wards 1 & 2,26,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,12,Jackson,1012,2,,40,50,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,14,Leola,1014,1,,18,27,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,16,Lincoln,1016,2,,11,9,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,18,Monroe,1018,2,,13,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,20,New Chester,1020,2,Wards 1 & 2,24,28,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,1,Adams,Town,22,New Haven,1022,2,,28,34,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,24,Preston,1024,2,Wards 1 - 3,32,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,26,Quincy,1026,2,Wards 1 & 2,51,63,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,28,Richfield,1028,2,,3,7,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,30,Rome,1030,2,Wards 1 - 5,174,399,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,32,Springville,1032,2,Wards 1 & 2,13,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Town,34,Strongs Prairie,1034,2,Wards 1 & 2,30,35,3
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,Village,126,Friendship,1126,2,,28,38,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,24,72,4,1,Adams,City,201,Adams,1201,3,Wards 1 - 5,67,84,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",6,14,42,4,1,Adams,City,291,Wisconsin Dells,1291,2,Ward 5,4,0,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,2,Beaver,10002,1,Ward 1,8,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,2,Beaver,10002,2,Ward 2,42,45,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,4,Butler,10004,2,,10,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,6,Colby,10006,5,,29,44,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,10,Clark,Town,8,Dewhurst,10008,2,,26,32,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,10,Eaton,10010,1,Ward 1,48,63,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,10,Eaton,10010,2,Ward 2,4,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,12,Foster,10012,2,,12,12,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,14,Fremont,10014,1,Ward 1,38,46,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,14,Fremont,10014,2,Ward 2,7,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,16,Grant,10016,1,Ward 1,17,17,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,16,Grant,10016,2,Ward 2,16,15,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,18,Green Grove,10018,2,,30,19,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,20,Hendren,10020,2,,40,67,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,22,Hewett,10022,1,Ward 1,8,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,22,Hewett,10022,2,Ward 2,5,11,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,24,Hixon,10024,1,Ward 1,15,17,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,24,Hixon,10024,2,Ward 2,1,2,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,26,Hoard,10026,1,Ward 1,6,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,26,Hoard,10026,2,Ward 2,10,13,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,10,Clark,Town,28,Levis,10028,1,Ward 1,9,7,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,31,92,4,10,Clark,Town,28,Levis,10028,2,Ward 2,11,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,30,Longwood,10030,1,Ward 1,5,8,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,30,Longwood,10030,2,Ward 2,19,27,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,32,Loyal,10032,1,Ward 1,16,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,32,Loyal,10032,2,Ward 2,22,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,34,Lynn,10034,1,Ward 1,8,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,34,Lynn,10034,2,Ward 2,7,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,36,Mayville,10036,1,Ward 1,6,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,36,Mayville,10036,2,Ward 2,9,11,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,38,Mead,10038,2,,19,29,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,40,Mentor,10040,2,,19,59,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,42,Pine Valley,10042,1,Ward 1,34,47,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,42,Pine Valley,10042,2,Ward 2,39,61,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,44,Reseburg,10044,1,Ward 1,23,32,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,44,Reseburg,10044,2,Ward 2,4,5,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,46,Seif,10046,2,,8,21,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,48,Sherman,10048,2,,49,81,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,50,Sherwood,10050,2,,12,20,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,52,Thorp,10052,2,,12,25,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,54,Unity,10054,2,,47,55,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,56,Warner,10056,1,Ward 1,47,72,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,56,Warner,10056,2,Ward 2,9,3,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,58,Washburn,10058,1,Ward 1,3,1,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,58,Washburn,10058,2,Ward 2,8,17,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,60,Weston,10060,1,Ward 1,4,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,60,Weston,10060,2,Ward 2,35,48,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Town,62,Withee,10062,2,,28,38,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,64,Worden,10064,8,Wards 1 & 2,18,16,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Town,66,York,10066,2,,44,65,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Village,111,Curtiss,10111,2,,10,6,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Village,116,Dorchester,10116,2,Ward 1,33,42,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,Village,131,Granton,10131,2,,14,29,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Village,186,Unity,10186,3,Ward 2,11,13,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,Village,191,Withee,10191,2,,17,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,201,Abbotsford,10201,1,Ward 2,13,19,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,201,Abbotsford,10201,2,Ward 3,24,30,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,201,Abbotsford,10201,3,Ward 4,44,77,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,211,Colby,10211,1,Ward 2,18,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,211,Colby,10211,2,Ward 3,19,26,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,211,Colby,10211,3,Ward 4,17,35,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,231,Greenwood,10231,1,Ward 1,79,72,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,231,Greenwood,10231,2,Ward 2,59,64,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,246,Loyal,10246,1,Ward 1,33,52,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,246,Loyal,10246,2,Ward 2,21,43,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,246,Loyal,10246,3,Ward 3,11,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,261,Neillsville,10261,1,Ward 1,41,71,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,261,Neillsville,10261,2,Ward 2,32,51,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,261,Neillsville,10261,3,Ward 3,19,54,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,261,Neillsville,10261,4,Ward 4,28,48,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",3,23,69,4,10,Clark,City,261,Neillsville,10261,5,Ward 5,24,46,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,265,Owen,10265,1,Ward 1,10,27,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,265,Owen,10265,2,Ward 2,17,23,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,265,Owen,10265,3,Ward 3,4,22,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,281,Stanley,10281,1,Ward 5,0,2,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,1,Ward 1,17,23,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,2,Ward 2,22,39,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,3,Ward 3,30,32,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,4,Ward 4,10,18,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,5,Ward 5,29,49,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",7,23,69,4,10,Clark,City,286,Thorp,10286,6,Ward 6,6,11,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,2,Arlington,11002,2,Wards 1 & 2,42,56,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,4,Caledonia,11004,2,Wards 1 & 2,69,98,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,6,Columbus,11006,2,,27,42,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,8,Courtland,11008,2,Wards 1 & 2,28,33,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,10,Dekorra,11010,2,Wards 1 - 4,172,265,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,12,Fort Winnebago,11012,2,Wards 1 & 2,45,94,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,14,Fountain Prairie,11014,2,Wards 1 & 2,44,80,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,16,Hampden,11016,2,,15,25,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,18,Leeds,11018,2,Wards 1 & 2,50,47,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,20,Lewiston,11020,2,Wards 1 & 2,64,122,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,22,Lodi,11022,5,Wards 1 - 5,173,214,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,24,Lowville,11024,2,Wards 1 & 2,68,83,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,26,Marcellon,11026,2,Wards 1 & 2,70,107,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,28,Newport,11028,2,,50,66,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,30,Otsego,11030,2,,23,54,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,32,Pacific,11032,2,Wards 1 - 3,161,262,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,34,Randolph,11034,2,,34,55,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,36,Scott,11036,2,,41,67,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,38,Springvale,11038,2,,33,59,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Town,40,West Point,11040,2,Wards 1 & 2,54,98,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Town,42,Wyocena,11042,2,Wards 1 - 3,97,178,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,101,Arlington,11101,2,,25,48,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,111,Cambria,11111,2,,46,104,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,116,Doylestown,11116,2,,12,30,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,126,Fall River,11126,2,Wards 1 & 2,41,102,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,127,Friesland,11127,2,,41,57,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Village,171,Pardeeville,11171,2,Wards 1 - 3,106,236,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,172,Poynette,11172,2,Wards 1 - 3,95,186,1
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,13,39,4,11,Columbia,Village,176,Randolph,11176,2,Ward 3,16,39,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,Village,177,Rio,11177,2,,63,162,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,Village,191,Wyocena,11191,2,,46,82,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,13,38,4,11,Columbia,City,211,Columbus,11211,13,Wards 1 - 8,134,200,2
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,16,47,4,11,Columbia,City,246,Lodi,11246,5,Wards 1 - 4,111,233,0
6-Apr-10,SPRING,GENERAL,APPEALS,"Court of Appeals, District 4",2,14,42,4,11,Columbia,City,271,Portage,11271,60,Wards 1 - 6,155,238,1
